round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,local_pm_weight_mean,local_pm_weight_min,local_pm_weight_max,local_agree_pm,local_agree_gm,global_pm_weight_mean,global_pm_weight_min,global_pm_weight_max,global_agree_pm,global_agree_gm,train_loss,uplink_mb,downlink_mb,total_mb
21,0.7816,0.7833,0.2956,0.1563,0.2956,0.1567,0.8649,0.8000,0.9611,0.9961,0.3435,0.8559,0.8000,0.9637,0.9980,0.1917,0.5742,27.3311,26.9305,54.2616
22,0.7846,0.7867,0.2982,0.1569,0.2982,0.1573,0.8630,0.8000,0.9599,0.9967,0.3465,0.8540,0.8000,0.9629,0.9983,0.1920,0.5729,27.3311,78.6281,105.9592
23,0.7840,0.7859,0.2982,0.1568,0.2982,0.1572,0.8613,0.8000,0.9587,0.9973,0.3465,0.8523,0.8000,0.9620,0.9984,0.1920,0.5719,27.3311,26.9305,54.2616
24,0.7876,0.7882,0.3046,0.1576,0.3046,0.1577,0.8597,0.8000,0.9575,0.9974,0.3517,0.8506,0.8000,0.9611,0.9985,0.1928,0.5693,27.3311,78.6281,105.9592
25,0.7897,0.7903,0.3046,0.1580,0.3046,0.1581,0.8581,0.8000,0.9563,0.9976,0.3508,0.8491,0.8000,0.9601,0.9983,0.1925,0.5691,27.3311,26.9305,54.2616
26,0.7879,0.7888,0.3045,0.1576,0.3045,0.1578,0.8567,0.8000,0.9552,0.9971,0.3506,0.8477,0.8000,0.9591,0.9982,0.1926,0.5666,27.3311,78.6281,105.9592
27,0.7916,0.7935,0.3045,0.1583,0.3045,0.1587,0.8553,0.8000,0.9540,0.9963,0.3501,0.8463,0.8000,0.9581,0.9982,0.1922,0.5653,27.3311,26.9305,54.2616
28,0.7918,0.7930,0.3062,0.1582,0.3062,0.1585,0.8541,0.8000,0.9528,0.9976,0.3511,0.8451,0.8000,0.9570,0.9983,0.1931,0.5639,27.3311,78.6281,105.9592
29,0.7932,0.7939,0.3062,0.1586,0.3062,0.1587,0.8529,0.8000,0.9516,0.9979,0.3502,0.8440,0.8000,0.9564,0.9985,0.1924,0.5627,27.3311,26.9305,54.2616
30,0.7938,0.7946,0.3126,0.1587,0.3126,0.1589,0.8518,0.8000,0.9507,0.9980,0.3561,0.8429,0.8000,0.9554,0.9985,0.1924,0.5601,27.3311,78.6281,105.9592
31,0.7958,0.7960,0.3126,0.1591,0.3126,0.1591,0.8508,0.8000,0.9496,0.9968,0.3563,0.8420,0.8000,0.9549,0.9982,0.1923,0.5586,27.3311,26.9305,54.2616
32,0.7958,0.7964,0.3099,0.1592,0.3099,0.1593,0.8499,0.8000,0.9488,0.9978,0.3516,0.8411,0.8000,0.9539,0.9982,0.1926,0.5574,27.3311,78.6281,105.9592
33,0.7952,0.7966,0.3099,0.1591,0.3099,0.1593,0.8490,0.8000,0.9480,0.9968,0.3507,0.8402,0.8000,0.9534,0.9980,0.1920,0.5555,27.3311,26.9305,54.2616
34,0.7970,0.7987,0.3116,0.1592,0.3116,0.1596,0.8482,0.8000,0.9472,0.9973,0.3522,0.8395,0.8000,0.9528,0.9981,0.1925,0.5540,27.3311,78.6281,105.9592
35,0.7975,0.7988,0.3116,0.1596,0.3116,0.1598,0.8475,0.8000,0.9462,0.9975,0.3528,0.8388,0.8000,0.9525,0.9983,0.1924,0.5526,27.3311,26.9305,54.2616
36,0.7977,0.7986,0.3158,0.1595,0.3158,0.1596,0.8467,0.8000,0.9455,0.9981,0.3539,0.8381,0.8000,0.9516,0.9984,0.1924,0.5511,27.3311,78.6281,105.9592
37,0.7999,0.8006,0.3158,0.1600,0.3158,0.1601,0.8460,0.8000,0.9449,0.9979,0.3533,0.8375,0.8000,0.9512,0.9982,0.1921,0.5505,27.3311,26.9305,54.2616
38,0.8002,0.8011,0.3176,0.1601,0.3176,0.1603,0.8455,0.8000,0.9447,0.9975,0.3546,0.8370,0.8000,0.9506,0.9979,0.1929,0.5479,27.3311,78.6281,105.9592
39,0.8008,0.8016,0.3176,0.1601,0.3176,0.1603,0.8450,0.8000,0.9442,0.9980,0.3549,0.8365,0.8000,0.9502,0.9983,0.1925,0.5467,27.3311,26.9305,54.2616
40,0.8020,0.8031,0.3188,0.1604,0.3188,0.1606,0.8445,0.8000,0.9441,0.9983,0.3547,0.8360,0.8000,0.9498,0.9985,0.1929,0.5462,27.3311,78.6281,105.9592
41,0.8033,0.8040,0.3188,0.1607,0.3188,0.1608,0.8440,0.8000,0.9439,0.9977,0.3547,0.8356,0.8000,0.9495,0.9984,0.1928,0.5449,27.3311,26.9305,54.2616
42,0.8044,0.8043,0.3217,0.1609,0.3217,0.1609,0.8437,0.8000,0.9433,0.9981,0.3564,0.8353,0.8000,0.9492,0.9982,0.1932,0.5430,27.3311,78.6281,105.9592
43,0.8061,0.8068,0.3217,0.1612,0.3217,0.1614,0.8433,0.8000,0.9428,0.9973,0.3560,0.8349,0.8000,0.9489,0.9981,0.1929,0.5422,27.3311,26.9305,54.2616
44,0.8073,0.8077,0.3271,0.1615,0.3271,0.1615,0.8430,0.8000,0.9424,0.9982,0.3633,0.8346,0.8000,0.9489,0.9986,0.1941,0.5403,27.3311,78.6281,105.9592
45,0.8074,0.8081,0.3271,0.1615,0.3271,0.1616,0.8426,0.8000,0.9419,0.9973,0.3636,0.8343,0.8000,0.9487,0.9984,0.1937,0.5383,27.3311,26.9305,54.2616
46,0.8080,0.8087,0.3273,0.1616,0.3273,0.1617,0.8424,0.8000,0.9419,0.9977,0.3615,0.8341,0.8000,0.9485,0.9985,0.1938,0.5367,27.3311,78.6281,105.9592
47,0.8094,0.8094,0.3273,0.1619,0.3273,0.1619,0.8421,0.8000,0.9415,0.9974,0.3614,0.8338,0.8000,0.9482,0.9983,0.1935,0.5370,27.3311,26.9305,54.2616
48,0.8082,0.8088,0.3310,0.1617,0.3310,0.1618,0.8418,0.8000,0.9415,0.9988,0.3656,0.8336,0.8000,0.9480,0.9988,0.1944,0.5348,27.3311,78.6281,105.9592
49,0.8101,0.8110,0.3310,0.1620,0.3310,0.1622,0.8417,0.8000,0.9412,0.9975,0.3662,0.8334,0.8000,0.9477,0.9984,0.1948,0.5339,27.3311,26.9305,54.2616
50,0.8095,0.8102,0.3317,0.1619,0.3317,0.1620,0.8415,0.8000,0.9412,0.9973,0.3670,0.8333,0.8000,0.9473,0.9988,0.1950,0.5318,27.3311,78.6281,105.9592
51,0.8086,0.8098,0.3317,0.1617,0.3317,0.1619,0.8413,0.8000,0.9412,0.9980,0.3669,0.8331,0.8000,0.9471,0.9985,0.1949,0.5307,27.3311,26.9305,54.2616
52,0.8092,0.8104,0.3317,0.1618,0.3317,0.1621,0.8411,0.8000,0.9413,0.9974,0.3661,0.8329,0.8000,0.9469,0.9984,0.1953,0.5294,27.3311,78.6281,105.9592
53,0.8083,0.8093,0.3317,0.1616,0.3317,0.1618,0.8410,0.8000,0.9412,0.9976,0.3654,0.8328,0.8000,0.9468,0.9986,0.1950,0.5291,27.3311,26.9305,54.2616
54,0.8081,0.8083,0.3321,0.1616,0.3321,0.1617,0.8408,0.8000,0.9412,0.9982,0.3655,0.8326,0.8000,0.9466,0.9987,0.1954,0.5280,27.3311,78.6281,105.9592
55,0.8098,0.8105,0.3321,0.1620,0.3321,0.1621,0.8406,0.8000,0.9410,0.9985,0.3655,0.8324,0.8000,0.9464,0.9985,0.1954,0.5269,27.3311,26.9305,54.2616
56,0.8120,0.8125,0.3342,0.1623,0.3342,0.1624,0.8407,0.8000,0.9408,0.9981,0.3672,0.8325,0.8000,0.9463,0.9988,0.1957,0.5251,27.3311,78.6281,105.9592
57,0.8113,0.8122,0.3342,0.1623,0.3342,0.1625,0.8406,0.8000,0.9407,0.9979,0.3665,0.8324,0.8000,0.9463,0.9986,0.1956,0.5243,27.3311,26.9305,54.2616
58,0.8105,0.8110,0.3355,0.1621,0.3355,0.1622,0.8404,0.8000,0.9406,0.9987,0.3702,0.8322,0.8000,0.9465,0.9987,0.1956,0.5235,27.3311,78.6281,105.9592
59,0.8140,0.8147,0.3355,0.1628,0.3355,0.1629,0.8404,0.8000,0.9402,0.9981,0.3699,0.8322,0.8000,0.9462,0.9987,0.1954,0.5222,27.3311,26.9305,54.2616
60,0.8128,0.8126,0.3367,0.1626,0.3367,0.1625,0.8403,0.8000,0.9404,0.9982,0.3692,0.8321,0.8000,0.9461,0.9988,0.1957,0.5207,27.3311,78.6281,105.9592
61,0.8109,0.8118,0.3367,0.1622,0.3367,0.1624,0.8403,0.8000,0.9399,0.9983,0.3694,0.8321,0.8000,0.9463,0.9986,0.1955,0.5203,27.3311,26.9305,54.2616
62,0.8130,0.8133,0.3400,0.1624,0.3400,0.1625,0.8402,0.8000,0.9398,0.9991,0.3748,0.8320,0.8000,0.9463,0.9991,0.1962,0.5190,27.3311,78.6281,105.9592
63,0.8143,0.8149,0.3400,0.1627,0.3400,0.1628,0.8402,0.8000,0.9398,0.9984,0.3743,0.8320,0.8000,0.9463,0.9991,0.1961,0.5178,27.3311,26.9305,54.2616
64,0.8161,0.8165,0.3393,0.1632,0.3393,0.1633,0.8401,0.8000,0.9399,0.9988,0.3716,0.8319,0.8000,0.9460,0.9990,0.1963,0.5173,27.3311,78.6281,105.9592
65,0.8142,0.8150,0.3393,0.1629,0.3393,0.1630,0.8400,0.8000,0.9398,0.9980,0.3722,0.8318,0.8000,0.9456,0.9988,0.1963,0.5162,27.3311,26.9305,54.2616
66,0.8143,0.8148,0.3394,0.1628,0.3394,0.1629,0.8399,0.8000,0.9401,0.9983,0.3720,0.8317,0.8000,0.9456,0.9990,0.1960,0.5155,27.3311,78.6281,105.9592
67,0.8165,0.8171,0.3394,0.1633,0.3394,0.1634,0.8400,0.8000,0.9401,0.9982,0.3719,0.8318,0.8000,0.9457,0.9988,0.1959,0.5145,27.3311,26.9305,54.2616
68,0.8163,0.8164,0.3415,0.1633,0.3415,0.1633,0.8400,0.8000,0.9400,0.9987,0.3737,0.8318,0.8000,0.9460,0.9989,0.1965,0.5137,27.3311,78.6281,105.9592
69,0.8168,0.8169,0.3415,0.1634,0.3415,0.1634,0.8399,0.8000,0.9395,0.9989,0.3739,0.8317,0.8000,0.9456,0.9990,0.1966,0.5131,27.3311,26.9305,54.2616
70,0.8165,0.8173,0.3427,0.1632,0.3427,0.1633,0.8399,0.8000,0.9395,0.9984,0.3755,0.8317,0.8000,0.9457,0.9990,0.1965,0.5104,27.3311,78.6281,105.9592
71,0.8171,0.8178,0.3427,0.1634,0.3427,0.1636,0.8399,0.8000,0.9395,0.9983,0.3746,0.8317,0.8000,0.9457,0.9990,0.1962,0.5095,27.3311,26.9305,54.2616
72,0.8170,0.8175,0.3436,0.1633,0.3436,0.1635,0.8399,0.8000,0.9395,0.9989,0.3750,0.8317,0.8000,0.9455,0.9990,0.1966,0.5100,27.3311,78.6281,105.9592
73,0.8163,0.8164,0.3436,0.1633,0.3436,0.1633,0.8399,0.8000,0.9391,0.9985,0.3747,0.8317,0.8000,0.9454,0.9990,0.1962,0.5093,27.3311,26.9305,54.2616
74,0.8183,0.8193,0.3413,0.1637,0.3413,0.1639,0.8398,0.8000,0.9393,0.9984,0.3729,0.8317,0.8000,0.9455,0.9991,0.1964,0.5091,27.3311,78.6281,105.9592
75,0.8160,0.8166,0.3413,0.1632,0.3413,0.1633,0.8398,0.8000,0.9392,0.9984,0.3736,0.8316,0.8000,0.9453,0.9989,0.1968,0.5080,27.3311,26.9305,54.2616
76,0.8179,0.8181,0.3456,0.1636,0.3456,0.1636,0.8398,0.8000,0.9389,0.9990,0.3784,0.8316,0.8000,0.9455,0.9991,0.1967,0.5067,27.3311,78.6281,105.9592
77,0.8170,0.8187,0.3456,0.1634,0.3456,0.1637,0.8398,0.8000,0.9386,0.9981,0.3781,0.8317,0.8000,0.9456,0.9988,0.1965,0.5068,27.3311,26.9305,54.2616
78,0.8178,0.8185,0.3425,0.1635,0.3425,0.1636,0.8397,0.8000,0.9388,0.9989,0.3724,0.8316,0.8000,0.9456,0.9991,0.1967,0.5060,27.3311,78.6281,105.9592
79,0.8197,0.8197,0.3425,0.1638,0.3425,0.1638,0.8398,0.8000,0.9390,0.9988,0.3717,0.8316,0.8000,0.9456,0.9991,0.1967,0.5055,27.3311,26.9305,54.2616
80,0.8195,0.8199,0.3456,0.1639,0.3456,0.1640,0.8397,0.8000,0.9388,0.9984,0.3765,0.8315,0.8000,0.9457,0.9989,0.1970,0.5038,27.3311,78.6281,105.9592
81,0.8196,0.8200,0.3456,0.1639,0.3456,0.1640,0.8397,0.8000,0.9387,0.9980,0.3758,0.8315,0.8000,0.9453,0.9990,0.1966,0.5039,27.3311,26.9305,54.2616
82,0.8168,0.8175,0.3470,0.1633,0.3470,0.1635,0.8397,0.8000,0.9387,0.9983,0.3786,0.8314,0.8000,0.9452,0.9989,0.1969,0.5033,27.3311,78.6281,105.9592
83,0.8188,0.8195,0.3470,0.1638,0.3470,0.1639,0.8398,0.8000,0.9388,0.9983,0.3775,0.8316,0.8000,0.9451,0.9990,0.1965,0.5016,27.3311,26.9305,54.2616
84,0.8200,0.8203,0.3496,0.1640,0.3495,0.1641,0.8398,0.8000,0.9386,0.9981,0.3814,0.8316,0.8000,0.9453,0.9992,0.1969,0.5014,27.3311,78.6281,105.9592
85,0.8185,0.8192,0.3496,0.1637,0.3495,0.1638,0.8397,0.8000,0.9385,0.9991,0.3803,0.8314,0.8000,0.9452,0.9990,0.1965,0.5002,27.3311,26.9305,54.2616
86,0.8211,0.8217,0.3486,0.1643,0.3486,0.1643,0.8398,0.8000,0.9386,0.9986,0.3792,0.8316,0.8000,0.9452,0.9990,0.1967,0.5000,27.3311,78.6281,105.9592
87,0.8201,0.8203,0.3486,0.1640,0.3486,0.1640,0.8397,0.8000,0.9387,0.9992,0.3793,0.8315,0.8000,0.9451,0.9992,0.1962,0.4991,27.3311,26.9305,54.2616
88,0.8190,0.8196,0.3486,0.1638,0.3486,0.1639,0.8397,0.8000,0.9387,0.9988,0.3787,0.8315,0.8000,0.9453,0.9992,0.1971,0.4989,27.3311,78.6281,105.9592
89,0.8197,0.8200,0.3486,0.1639,0.3486,0.1640,0.8397,0.8000,0.9390,0.9987,0.3784,0.8315,0.8000,0.9457,0.9990,0.1971,0.4985,27.3311,26.9305,54.2616
90,0.8204,0.8210,0.3496,0.1641,0.3496,0.1642,0.8397,0.8000,0.9389,0.9992,0.3806,0.8315,0.8000,0.9455,0.9993,0.1972,0.4972,27.3311,78.6281,105.9592
91,0.8213,0.8210,0.3496,0.1643,0.3496,0.1642,0.8397,0.8000,0.9388,0.9985,0.3806,0.8315,0.8000,0.9455,0.9992,0.1971,0.4973,27.3311,26.9305,54.2616
92,0.8201,0.8205,0.3494,0.1641,0.3494,0.1642,0.8398,0.8000,0.9389,0.9986,0.3803,0.8316,0.8000,0.9454,0.9989,0.1970,0.4963,27.3311,78.6281,105.9592
93,0.8216,0.8218,0.3494,0.1644,0.3494,0.1644,0.8398,0.8000,0.9390,0.9994,0.3795,0.8316,0.8000,0.9455,0.9992,0.1967,0.4950,27.3311,26.9305,54.2616
94,0.8204,0.8210,0.3481,0.1642,0.3481,0.1643,0.8398,0.8000,0.9388,0.9986,0.3771,0.8316,0.8000,0.9458,0.9991,0.1972,0.4949,27.3311,78.6281,105.9592
95,0.8219,0.8221,0.3481,0.1645,0.3481,0.1645,0.8398,0.8000,0.9389,0.9984,0.3768,0.8316,0.8000,0.9457,0.9991,0.1967,0.4941,27.3311,26.9305,54.2616
96,0.8215,0.8224,0.3497,0.1643,0.3498,0.1645,0.8398,0.8000,0.9391,0.9981,0.3792,0.8316,0.8000,0.9456,0.9991,0.1971,0.4932,27.3311,78.6281,105.9592
97,0.8220,0.8219,0.3497,0.1644,0.3498,0.1644,0.8398,0.8000,0.9389,0.9985,0.3785,0.8316,0.8000,0.9454,0.9992,0.1969,0.4926,27.3311,26.9305,54.2616
98,0.8214,0.8219,0.3502,0.1642,0.3502,0.1643,0.8397,0.8000,0.9390,0.9981,0.3800,0.8315,0.8000,0.9458,0.9989,0.1967,0.4927,27.3311,78.6281,105.9592
99,0.8218,0.8225,0.3502,0.1644,0.3502,0.1646,0.8398,0.8000,0.9392,0.9983,0.3793,0.8315,0.8000,0.9457,0.9990,0.1963,0.4917,27.3311,26.9305,54.2616
100,0.8236,0.8240,0.3496,0.1646,0.3495,0.1647,0.8398,0.8000,0.9393,0.9980,0.3795,0.8315,0.8000,0.9457,0.9990,0.1972,0.4920,27.3311,78.6281,105.9592
