round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,local_pm_weight_mean,local_pm_weight_min,local_pm_weight_max,local_agree_pm,local_agree_gm,global_pm_weight_mean,global_pm_weight_min,global_pm_weight_max,global_agree_pm,global_agree_gm,train_loss,uplink_mb,downlink_mb,total_mb
10,0.7520,0.7551,0.2079,0.1509,0.2079,0.1511,0.8868,0.8000,0.9722,0.9911,0.2536,0.8801,0.8000,0.9725,0.9921,0.1763,0.6101,27.3311,78.6281,105.9592
11,0.7548,0.7577,0.2079,0.1514,0.2079,0.1516,0.8847,0.8000,0.9717,0.9905,0.2532,0.8778,0.8000,0.9719,0.9920,0.1758,0.6066,27.3311,26.9305,54.2616
12,0.7610,0.7631,0.2094,0.1524,0.2094,0.1526,0.8819,0.8000,0.9709,0.9891,0.2518,0.8748,0.8000,0.9711,0.9910,0.1746,0.6047,27.3311,78.6281,105.9592
13,0.7653,0.7673,0.2094,0.1533,0.2094,0.1535,0.8799,0.8000,0.9700,0.9896,0.2518,0.8725,0.8000,0.9703,0.9910,0.1744,0.6023,27.3311,26.9305,54.2616
14,0.7656,0.7693,0.2058,0.1534,0.2058,0.1539,0.8772,0.8000,0.9688,0.9889,0.2502,0.8695,0.8000,0.9692,0.9897,0.1759,0.6009,27.3311,78.6281,105.9592
15,0.7699,0.7727,0.2058,0.1542,0.2058,0.1545,0.8752,0.8000,0.9675,0.9882,0.2500,0.8673,0.8000,0.9682,0.9895,0.1754,0.5984,27.3311,26.9305,54.2616
16,0.7712,0.7743,0.2067,0.1544,0.2067,0.1548,0.8727,0.8000,0.9665,0.9875,0.2507,0.8648,0.8000,0.9673,0.9899,0.1760,0.5974,27.3311,78.6281,105.9592
17,0.7741,0.7755,0.2067,0.1550,0.2067,0.1551,0.8707,0.8000,0.9655,0.9886,0.2498,0.8626,0.8000,0.9665,0.9902,0.1751,0.5953,27.3311,26.9305,54.2616
18,0.7757,0.7767,0.2101,0.1553,0.2101,0.1553,0.8686,0.8000,0.9645,0.9876,0.2491,0.8605,0.8000,0.9658,0.9892,0.1732,0.5926,27.3311,78.6281,105.9592
19,0.7761,0.7771,0.2101,0.1552,0.2101,0.1553,0.8667,0.8000,0.9633,0.9870,0.2497,0.8585,0.8000,0.9648,0.9890,0.1733,0.5914,27.3311,26.9305,54.2616
20,0.7787,0.7800,0.2094,0.1557,0.2094,0.1558,0.8646,0.8000,0.9621,0.9891,0.2509,0.8563,0.8000,0.9639,0.9893,0.1739,0.5915,27.3311,78.6281,105.9592
21,0.7815,0.7826,0.2094,0.1562,0.2094,0.1564,0.8628,0.8000,0.9610,0.9875,0.2512,0.8545,0.8000,0.9629,0.9890,0.1738,0.5894,27.3311,26.9305,54.2616
22,0.7816,0.7822,0.2101,0.1564,0.2101,0.1565,0.8611,0.8000,0.9597,0.9882,0.2500,0.8527,0.8000,0.9619,0.9889,0.1729,0.5879,27.3311,78.6281,105.9592
23,0.7843,0.7845,0.2101,0.1568,0.2101,0.1569,0.8594,0.8000,0.9586,0.9886,0.2499,0.8511,0.8000,0.9611,0.9893,0.1731,0.5869,27.3311,26.9305,54.2616
24,0.7849,0.7853,0.2103,0.1570,0.2103,0.1570,0.8578,0.8000,0.9577,0.9882,0.2503,0.8495,0.8000,0.9602,0.9885,0.1739,0.5859,27.3311,78.6281,105.9592
25,0.7836,0.7855,0.2103,0.1568,0.2103,0.1571,0.8565,0.8000,0.9564,0.9883,0.2496,0.8481,0.8000,0.9594,0.9882,0.1723,0.5841,27.3311,26.9305,54.2616
26,0.7862,0.7881,0.2125,0.1572,0.2125,0.1576,0.8551,0.8000,0.9556,0.9889,0.2518,0.8468,0.8000,0.9587,0.9884,0.1734,0.5830,27.3311,78.6281,105.9592
27,0.7854,0.7876,0.2125,0.1572,0.2125,0.1575,0.8539,0.8000,0.9545,0.9870,0.2534,0.8455,0.8000,0.9580,0.9881,0.1737,0.5823,27.3311,26.9305,54.2616
28,0.7886,0.7910,0.2140,0.1578,0.2140,0.1583,0.8527,0.8000,0.9534,0.9876,0.2536,0.8444,0.8000,0.9575,0.9881,0.1729,0.5803,27.3311,78.6281,105.9592
29,0.7878,0.7908,0.2140,0.1577,0.2140,0.1583,0.8515,0.8000,0.9523,0.9870,0.2547,0.8432,0.8000,0.9567,0.9885,0.1734,0.5792,27.3311,26.9305,54.2616
30,0.7894,0.7935,0.2152,0.1580,0.2152,0.1586,0.8505,0.8000,0.9513,0.9861,0.2536,0.8423,0.8000,0.9559,0.9875,0.1724,0.5777,27.3311,78.6281,105.9592
31,0.7900,0.7946,0.2152,0.1580,0.2152,0.1588,0.8497,0.8000,0.9503,0.9868,0.2543,0.8414,0.8000,0.9551,0.9879,0.1729,0.5767,27.3311,26.9305,54.2616
32,0.7900,0.7942,0.2150,0.1581,0.2150,0.1589,0.8488,0.8000,0.9493,0.9870,0.2528,0.8405,0.8000,0.9543,0.9879,0.1724,0.5753,27.3311,78.6281,105.9592
33,0.7939,0.7971,0.2150,0.1588,0.2150,0.1594,0.8480,0.8000,0.9484,0.9880,0.2516,0.8398,0.8000,0.9537,0.9877,0.1722,0.5739,27.3311,26.9305,54.2616
34,0.7922,0.7950,0.2189,0.1585,0.2189,0.1590,0.8472,0.8000,0.9475,0.9878,0.2570,0.8390,0.8000,0.9531,0.9878,0.1726,0.5728,27.3311,78.6281,105.9592
35,0.7932,0.7965,0.2189,0.1587,0.2189,0.1593,0.8467,0.8000,0.9468,0.9859,0.2570,0.8384,0.8000,0.9526,0.9869,0.1718,0.5716,27.3311,26.9305,54.2616
36,0.7936,0.7971,0.2196,0.1588,0.2196,0.1594,0.8459,0.8000,0.9462,0.9883,0.2570,0.8377,0.8000,0.9521,0.9879,0.1692,0.5700,27.3311,78.6281,105.9592
37,0.7939,0.7974,0.2196,0.1589,0.2196,0.1595,0.8453,0.8000,0.9455,0.9869,0.2583,0.8372,0.8000,0.9518,0.9872,0.1699,0.5692,27.3311,26.9305,54.2616
38,0.7983,0.8013,0.2188,0.1596,0.2188,0.1602,0.8449,0.8000,0.9455,0.9874,0.2542,0.8367,0.8000,0.9513,0.9880,0.1703,0.5670,27.3311,78.6281,105.9592
39,0.7963,0.7999,0.2188,0.1593,0.2188,0.1600,0.8444,0.8000,0.9450,0.9870,0.2542,0.8363,0.8000,0.9508,0.9877,0.1699,0.5658,27.3311,26.9305,54.2616
40,0.7954,0.7994,0.2239,0.1591,0.2239,0.1599,0.8439,0.8000,0.9445,0.9884,0.2589,0.8358,0.8000,0.9505,0.9879,0.1691,0.5642,27.3311,78.6281,105.9592
41,0.7971,0.8002,0.2239,0.1593,0.2239,0.1599,0.8434,0.8000,0.9438,0.9875,0.2586,0.8354,0.8000,0.9502,0.9878,0.1686,0.5628,27.3311,26.9305,54.2616
42,0.7979,0.8013,0.2242,0.1596,0.2242,0.1603,0.8431,0.8000,0.9433,0.9882,0.2591,0.8351,0.8000,0.9498,0.9879,0.1689,0.5618,27.3311,78.6281,105.9592
43,0.8008,0.8030,0.2242,0.1601,0.2242,0.1606,0.8429,0.8000,0.9430,0.9880,0.2591,0.8349,0.8000,0.9496,0.9874,0.1688,0.5604,27.3311,26.9305,54.2616
44,0.7992,0.8036,0.2199,0.1599,0.2199,0.1608,0.8423,0.8000,0.9424,0.9854,0.2564,0.8343,0.8000,0.9493,0.9869,0.1676,0.5593,27.3311,78.6281,105.9592
45,0.7998,0.8042,0.2199,0.1600,0.2199,0.1608,0.8420,0.8000,0.9422,0.9880,0.2547,0.8340,0.8000,0.9490,0.9869,0.1665,0.5588,27.3311,26.9305,54.2616
46,0.8004,0.8044,0.2183,0.1601,0.2183,0.1609,0.8418,0.8000,0.9416,0.9872,0.2525,0.8338,0.8000,0.9490,0.9872,0.1675,0.5573,27.3311,78.6281,105.9592
47,0.8017,0.8050,0.2183,0.1603,0.2183,0.1610,0.8416,0.8000,0.9414,0.9851,0.2515,0.8336,0.8000,0.9483,0.9865,0.1656,0.5568,27.3311,26.9305,54.2616
48,0.8010,0.8056,0.2209,0.1603,0.2209,0.1611,0.8413,0.8000,0.9409,0.9862,0.2569,0.8334,0.8000,0.9477,0.9875,0.1682,0.5550,27.3311,78.6281,105.9592
49,0.8030,0.8071,0.2209,0.1607,0.2209,0.1615,0.8411,0.8000,0.9407,0.9859,0.2564,0.8332,0.8000,0.9477,0.9869,0.1676,0.5541,27.3311,26.9305,54.2616
50,0.8024,0.8063,0.2248,0.1604,0.2248,0.1611,0.8410,0.8000,0.9404,0.9877,0.2576,0.8331,0.8000,0.9473,0.9878,0.1666,0.5523,27.3311,78.6281,105.9592
51,0.8044,0.8066,0.2248,0.1609,0.2248,0.1613,0.8408,0.8000,0.9407,0.9866,0.2577,0.8330,0.8000,0.9472,0.9877,0.1664,0.5516,27.3311,26.9305,54.2616
52,0.8057,0.8088,0.2258,0.1610,0.2258,0.1617,0.8408,0.8000,0.9405,0.9881,0.2591,0.8329,0.8000,0.9471,0.9880,0.1652,0.5494,27.3311,78.6281,105.9592
53,0.8066,0.8099,0.2258,0.1609,0.2258,0.1617,0.8407,0.8000,0.9402,0.9867,0.2600,0.8328,0.8000,0.9470,0.9879,0.1658,0.5486,27.3311,26.9305,54.2616
54,0.8049,0.8088,0.2165,0.1610,0.2165,0.1618,0.8404,0.8000,0.9403,0.9865,0.2501,0.8325,0.8000,0.9470,0.9880,0.1663,0.5483,27.3311,78.6281,105.9592
55,0.8058,0.8098,0.2165,0.1610,0.2165,0.1618,0.8402,0.8000,0.9401,0.9870,0.2478,0.8324,0.8000,0.9470,0.9873,0.1645,0.5479,27.3311,26.9305,54.2616
56,0.8057,0.8092,0.2225,0.1612,0.2225,0.1619,0.8402,0.8000,0.9401,0.9867,0.2556,0.8323,0.8000,0.9468,0.9875,0.1638,0.5457,27.3311,78.6281,105.9592
57,0.8058,0.8097,0.2225,0.1612,0.2225,0.1619,0.8401,0.8000,0.9402,0.9861,0.2534,0.8323,0.8000,0.9467,0.9872,0.1618,0.5444,27.3311,26.9305,54.2616
58,0.8073,0.8109,0.2222,0.1612,0.2222,0.1619,0.8401,0.8000,0.9404,0.9870,0.2533,0.8323,0.8000,0.9465,0.9875,0.1643,0.5432,27.3311,78.6281,105.9592
59,0.8065,0.8094,0.2222,0.1614,0.2222,0.1620,0.8400,0.8000,0.9404,0.9873,0.2523,0.8322,0.8000,0.9464,0.9875,0.1636,0.5416,27.3311,26.9305,54.2616
60,0.8079,0.8110,0.2269,0.1616,0.2269,0.1623,0.8399,0.8000,0.9404,0.9865,0.2590,0.8320,0.8000,0.9467,0.9877,0.1633,0.5416,27.3311,78.6281,105.9592
61,0.8074,0.8099,0.2269,0.1615,0.2269,0.1621,0.8398,0.8000,0.9401,0.9863,0.2586,0.8320,0.8000,0.9468,0.9874,0.1634,0.5408,27.3311,26.9305,54.2616
62,0.8098,0.8131,0.2255,0.1619,0.2255,0.1624,0.8398,0.8000,0.9407,0.9859,0.2567,0.8320,0.8000,0.9471,0.9877,0.1636,0.5392,27.3311,78.6281,105.9592
63,0.8097,0.8131,0.2255,0.1618,0.2255,0.1624,0.8397,0.8000,0.9403,0.9874,0.2556,0.8319,0.8000,0.9469,0.9878,0.1628,0.5384,27.3311,26.9305,54.2616
64,0.8109,0.8133,0.2254,0.1623,0.2254,0.1628,0.8398,0.8000,0.9402,0.9876,0.2546,0.8319,0.8000,0.9468,0.9874,0.1632,0.5375,27.3311,78.6281,105.9592
65,0.8106,0.8126,0.2254,0.1621,0.2254,0.1625,0.8397,0.8000,0.9401,0.9866,0.2542,0.8318,0.8000,0.9467,0.9876,0.1615,0.5360,27.3311,26.9305,54.2616
66,0.8110,0.8140,0.2271,0.1623,0.2271,0.1627,0.8397,0.8000,0.9402,0.9862,0.2568,0.8318,0.8000,0.9467,0.9875,0.1646,0.5360,27.3311,78.6281,105.9592
67,0.8110,0.8141,0.2271,0.1622,0.2271,0.1629,0.8396,0.8000,0.9404,0.9875,0.2558,0.8317,0.8000,0.9469,0.9876,0.1644,0.5347,27.3311,26.9305,54.2616
68,0.8100,0.8139,0.2251,0.1621,0.2250,0.1627,0.8395,0.8000,0.9399,0.9861,0.2552,0.8316,0.8000,0.9467,0.9873,0.1620,0.5341,27.3311,78.6281,105.9592
69,0.8099,0.8142,0.2251,0.1620,0.2250,0.1628,0.8395,0.8000,0.9396,0.9877,0.2565,0.8317,0.8000,0.9465,0.9883,0.1627,0.5335,27.3311,26.9305,54.2616
70,0.8126,0.8142,0.2301,0.1624,0.2301,0.1627,0.8395,0.8000,0.9398,0.9882,0.2593,0.8317,0.8000,0.9463,0.9883,0.1640,0.5310,27.3311,78.6281,105.9592
71,0.8125,0.8160,0.2301,0.1624,0.2301,0.1631,0.8396,0.8000,0.9395,0.9875,0.2610,0.8318,0.8000,0.9464,0.9882,0.1658,0.5304,27.3311,26.9305,54.2616
72,0.8130,0.8156,0.2291,0.1625,0.2291,0.1630,0.8395,0.8000,0.9398,0.9872,0.2605,0.8317,0.8000,0.9465,0.9882,0.1654,0.5304,27.3311,78.6281,105.9592
73,0.8124,0.8152,0.2291,0.1626,0.2291,0.1631,0.8395,0.8000,0.9398,0.9864,0.2581,0.8316,0.8000,0.9464,0.9879,0.1636,0.5286,27.3311,26.9305,54.2616
74,0.8134,0.8152,0.2299,0.1626,0.2299,0.1631,0.8396,0.8000,0.9396,0.9874,0.2575,0.8317,0.8000,0.9463,0.9880,0.1628,0.5287,27.3311,78.6281,105.9592
75,0.8126,0.8155,0.2299,0.1624,0.2299,0.1630,0.8396,0.8000,0.9396,0.9875,0.2579,0.8317,0.8000,0.9463,0.9881,0.1624,0.5278,27.3311,26.9305,54.2616
76,0.8133,0.8168,0.2370,0.1627,0.2370,0.1634,0.8397,0.8000,0.9398,0.9875,0.2630,0.8317,0.8000,0.9465,0.9879,0.1615,0.5259,27.3311,78.6281,105.9592
77,0.8139,0.8174,0.2370,0.1627,0.2370,0.1634,0.8397,0.8000,0.9400,0.9871,0.2661,0.8318,0.8000,0.9463,0.9885,0.1649,0.5256,27.3311,26.9305,54.2616
78,0.8144,0.8165,0.2319,0.1630,0.2319,0.1633,0.8395,0.8000,0.9405,0.9881,0.2599,0.8316,0.8000,0.9463,0.9881,0.1617,0.5249,27.3311,78.6281,105.9592
79,0.8129,0.8161,0.2319,0.1628,0.2319,0.1632,0.8395,0.8000,0.9405,0.9872,0.2609,0.8316,0.8000,0.9463,0.9885,0.1623,0.5246,27.3311,26.9305,54.2616
80,0.8155,0.8184,0.2302,0.1630,0.2302,0.1635,0.8394,0.8000,0.9403,0.9883,0.2574,0.8315,0.8000,0.9461,0.9880,0.1622,0.5241,27.3311,78.6281,105.9592
81,0.8149,0.8182,0.2302,0.1630,0.2302,0.1636,0.8394,0.8000,0.9400,0.9883,0.2580,0.8314,0.8000,0.9463,0.9877,0.1631,0.5238,27.3311,26.9305,54.2616
82,0.8153,0.8172,0.2335,0.1629,0.2335,0.1634,0.8394,0.8000,0.9400,0.9877,0.2620,0.8314,0.8000,0.9462,0.9888,0.1638,0.5223,27.3311,78.6281,105.9592
83,0.8138,0.8162,0.2335,0.1627,0.2335,0.1633,0.8394,0.8000,0.9400,0.9884,0.2630,0.8314,0.8000,0.9462,0.9894,0.1639,0.5224,27.3311,26.9305,54.2616
84,0.8152,0.8175,0.2312,0.1631,0.2312,0.1635,0.8393,0.8000,0.9402,0.9885,0.2586,0.8315,0.8000,0.9464,0.9882,0.1643,0.5214,27.3311,78.6281,105.9592
85,0.8146,0.8175,0.2312,0.1630,0.2312,0.1636,0.8394,0.8000,0.9403,0.9879,0.2594,0.8315,0.8000,0.9461,0.9882,0.1649,0.5207,27.3311,26.9305,54.2616
86,0.8156,0.8195,0.2349,0.1631,0.2349,0.1638,0.8394,0.8000,0.9403,0.9879,0.2618,0.8315,0.8000,0.9463,0.9882,0.1611,0.5193,27.3311,78.6281,105.9592
87,0.8169,0.8180,0.2349,0.1631,0.2349,0.1635,0.8394,0.8000,0.9402,0.9875,0.2606,0.8314,0.8000,0.9464,0.9878,0.1597,0.5187,27.3311,26.9305,54.2616
88,0.8158,0.8188,0.2392,0.1630,0.2392,0.1636,0.8393,0.8000,0.9404,0.9876,0.2669,0.8314,0.8000,0.9463,0.9895,0.1607,0.5169,27.3311,78.6281,105.9592
89,0.8150,0.8176,0.2392,0.1630,0.2392,0.1636,0.8394,0.8000,0.9400,0.9882,0.2665,0.8315,0.8000,0.9463,0.9883,0.1610,0.5164,27.3311,26.9305,54.2616
90,0.8165,0.8178,0.2368,0.1632,0.2368,0.1637,0.8394,0.8000,0.9402,0.9883,0.2627,0.8314,0.8000,0.9460,0.9888,0.1617,0.5160,27.3311,78.6281,105.9592
91,0.8153,0.8187,0.2368,0.1632,0.2368,0.1637,0.8394,0.8000,0.9405,0.9878,0.2629,0.8315,0.8000,0.9462,0.9878,0.1620,0.5147,27.3311,26.9305,54.2616
92,0.8177,0.8198,0.2403,0.1634,0.2403,0.1639,0.8392,0.8000,0.9407,0.9879,0.2686,0.8313,0.8000,0.9460,0.9887,0.1649,0.5156,27.3311,78.6281,105.9592
93,0.8191,0.8208,0.2403,0.1636,0.2403,0.1640,0.8392,0.8000,0.9406,0.9875,0.2681,0.8313,0.8000,0.9459,0.9886,0.1639,0.5133,27.3311,26.9305,54.2616
94,0.8145,0.8168,0.2364,0.1632,0.2364,0.1636,0.8392,0.8000,0.9405,0.9887,0.2645,0.8314,0.8000,0.9463,0.9888,0.1657,0.5143,27.3311,78.6281,105.9592
95,0.8170,0.8198,0.2364,0.1635,0.2364,0.1640,0.8392,0.8000,0.9401,0.9880,0.2625,0.8313,0.8000,0.9462,0.9875,0.1639,0.5134,27.3311,26.9305,54.2616
96,0.8173,0.8197,0.2415,0.1635,0.2415,0.1640,0.8393,0.8000,0.9400,0.9884,0.2687,0.8314,0.8000,0.9462,0.9878,0.1612,0.5128,27.3311,78.6281,105.9592
97,0.8164,0.8194,0.2415,0.1635,0.2415,0.1640,0.8392,0.8000,0.9402,0.9874,0.2697,0.8314,0.8000,0.9462,0.9886,0.1615,0.5111,27.3311,26.9305,54.2616
98,0.8175,0.8203,0.2374,0.1635,0.2374,0.1640,0.8390,0.8000,0.9400,0.9874,0.2660,0.8313,0.8000,0.9461,0.9885,0.1627,0.5123,27.3311,78.6281,105.9592
99,0.8175,0.8208,0.2374,0.1636,0.2374,0.1641,0.8390,0.8000,0.9399,0.9877,0.2665,0.8313,0.8000,0.9460,0.9885,0.1640,0.5114,27.3311,26.9305,54.2616
100,0.8198,0.8216,0.2427,0.1639,0.2427,0.1644,0.8392,0.8000,0.9395,0.9870,0.2710,0.8314,0.8000,0.9463,0.9886,0.1628,0.5084,27.3311,78.6281,105.9592
