round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,local_pm_weight_mean,local_pm_weight_min,local_pm_weight_max,local_agree_pm,local_agree_gm,global_pm_weight_mean,global_pm_weight_min,global_pm_weight_max,global_agree_pm,global_agree_gm,train_loss,uplink_mb,downlink_mb,total_mb
49,0.8048,0.8064,0.1275,0.1610,0.1275,0.1612,0.8418,0.8000,0.9420,0.9932,0.1386,0.8338,0.8000,0.9474,0.9876,0.1271,0.5655,27.3311,26.9305,54.2616
50,0.8073,0.8075,0.1273,0.1615,0.1273,0.1616,0.8417,0.8000,0.9417,0.9922,0.1360,0.8336,0.8000,0.9474,0.9876,0.1238,0.5641,27.3311,78.6281,105.9592
51,0.8060,0.8076,0.1273,0.1613,0.1273,0.1615,0.8415,0.8000,0.9417,0.9916,0.1380,0.8335,0.8000,0.9472,0.9873,0.1258,0.5627,27.3311,26.9305,54.2616
52,0.8065,0.8070,0.1272,0.1613,0.1272,0.1614,0.8413,0.8000,0.9416,0.9923,0.1378,0.8333,0.8000,0.9471,0.9871,0.1262,0.5619,27.3311,78.6281,105.9592
53,0.8076,0.8080,0.1272,0.1615,0.1272,0.1616,0.8411,0.8000,0.9410,0.9928,0.1380,0.8331,0.8000,0.9467,0.9872,0.1275,0.5609,27.3311,26.9305,54.2616
54,0.8071,0.8081,0.1273,0.1615,0.1273,0.1617,0.8409,0.8000,0.9411,0.9928,0.1362,0.8330,0.8000,0.9465,0.9874,0.1239,0.5597,27.3311,78.6281,105.9592
55,0.8083,0.8089,0.1273,0.1617,0.1273,0.1618,0.8409,0.8000,0.9413,0.9928,0.1368,0.8329,0.8000,0.9467,0.9877,0.1250,0.5589,27.3311,26.9305,54.2616
56,0.8080,0.8087,0.1272,0.1616,0.1272,0.1617,0.8407,0.8000,0.9414,0.9933,0.1351,0.8328,0.8000,0.9465,0.9870,0.1237,0.5579,27.3311,78.6281,105.9592
57,0.8089,0.8097,0.1272,0.1617,0.1272,0.1618,0.8408,0.8000,0.9412,0.9922,0.1371,0.8328,0.8000,0.9462,0.9870,0.1261,0.5570,27.3311,26.9305,54.2616
58,0.8112,0.8111,0.1272,0.1621,0.1272,0.1622,0.8406,0.8000,0.9409,0.9915,0.1358,0.8326,0.8000,0.9459,0.9871,0.1241,0.5557,27.3311,78.6281,105.9592
59,0.8102,0.8098,0.1272,0.1620,0.1272,0.1620,0.8406,0.8000,0.9407,0.9914,0.1370,0.8326,0.8000,0.9459,0.9867,0.1256,0.5546,27.3311,26.9305,54.2616
60,0.8109,0.8109,0.1269,0.1621,0.1269,0.1621,0.8404,0.8000,0.9401,0.9924,0.1348,0.8325,0.8000,0.9460,0.9873,0.1229,0.5536,27.3311,78.6281,105.9592
61,0.8101,0.8103,0.1269,0.1621,0.1269,0.1621,0.8403,0.8000,0.9402,0.9918,0.1344,0.8323,0.8000,0.9463,0.9866,0.1224,0.5526,27.3311,26.9305,54.2616
62,0.8118,0.8122,0.1265,0.1621,0.1265,0.1621,0.8403,0.8000,0.9401,0.9918,0.1348,0.8323,0.8000,0.9464,0.9869,0.1237,0.5512,27.3311,78.6281,105.9592
63,0.8119,0.8115,0.1265,0.1624,0.1265,0.1624,0.8403,0.8000,0.9397,0.9936,0.1348,0.8323,0.8000,0.9462,0.9872,0.1234,0.5501,27.3311,26.9305,54.2616
64,0.8113,0.8120,0.1261,0.1623,0.1261,0.1624,0.8401,0.8000,0.9394,0.9921,0.1355,0.8322,0.8000,0.9461,0.9868,0.1248,0.5503,27.3311,78.6281,105.9592
65,0.8112,0.8113,0.1261,0.1622,0.1261,0.1622,0.8400,0.8000,0.9393,0.9913,0.1342,0.8321,0.8000,0.9459,0.9868,0.1233,0.5492,27.3311,26.9305,54.2616
66,0.8132,0.8140,0.1260,0.1626,0.1260,0.1628,0.8401,0.8000,0.9396,0.9926,0.1342,0.8322,0.8000,0.9458,0.9875,0.1229,0.5487,27.3311,78.6281,105.9592
67,0.8126,0.8126,0.1260,0.1626,0.1260,0.1626,0.8400,0.8000,0.9393,0.9928,0.1358,0.8320,0.8000,0.9457,0.9870,0.1250,0.5480,27.3311,26.9305,54.2616
68,0.8128,0.8129,0.1254,0.1626,0.1254,0.1626,0.8399,0.8000,0.9396,0.9917,0.1338,0.8320,0.8000,0.9457,0.9871,0.1226,0.5470,27.3311,78.6281,105.9592
69,0.8138,0.8135,0.1254,0.1628,0.1254,0.1627,0.8400,0.8000,0.9396,0.9921,0.1346,0.8320,0.8000,0.9457,0.9872,0.1241,0.5459,27.3311,26.9305,54.2616
70,0.8140,0.8152,0.1258,0.1628,0.1258,0.1630,0.8398,0.8000,0.9394,0.9916,0.1346,0.8319,0.8000,0.9456,0.9869,0.1240,0.5443,27.3311,78.6281,105.9592
71,0.8143,0.8149,0.1258,0.1629,0.1258,0.1630,0.8398,0.8000,0.9397,0.9920,0.1349,0.8319,0.8000,0.9456,0.9874,0.1243,0.5443,27.3311,26.9305,54.2616
72,0.8143,0.8147,0.1255,0.1628,0.1255,0.1629,0.8398,0.8000,0.9396,0.9930,0.1349,0.8319,0.8000,0.9457,0.9876,0.1245,0.5432,27.3311,78.6281,105.9592
73,0.8137,0.8138,0.1255,0.1627,0.1255,0.1628,0.8398,0.8000,0.9395,0.9929,0.1351,0.8319,0.8000,0.9455,0.9875,0.1241,0.5424,27.3311,26.9305,54.2616
74,0.8156,0.8147,0.1253,0.1632,0.1253,0.1630,0.8396,0.8000,0.9393,0.9919,0.1323,0.8316,0.8000,0.9457,0.9869,0.1197,0.5421,27.3311,78.6281,105.9592
75,0.8158,0.8167,0.1253,0.1631,0.1253,0.1633,0.8398,0.8000,0.9390,0.9923,0.1339,0.8319,0.8000,0.9457,0.9875,0.1227,0.5408,27.3311,26.9305,54.2616
76,0.8160,0.8148,0.1247,0.1632,0.1247,0.1630,0.8397,0.8000,0.9389,0.9916,0.1325,0.8318,0.8000,0.9457,0.9872,0.1218,0.5401,27.3311,78.6281,105.9592
77,0.8157,0.8156,0.1247,0.1631,0.1247,0.1631,0.8396,0.8000,0.9390,0.9915,0.1320,0.8317,0.8000,0.9459,0.9872,0.1199,0.5397,27.3311,26.9305,54.2616
78,0.8173,0.8175,0.1245,0.1634,0.1245,0.1634,0.8397,0.8000,0.9388,0.9930,0.1334,0.8318,0.8000,0.9457,0.9872,0.1226,0.5385,27.3311,78.6281,105.9592
79,0.8175,0.8162,0.1245,0.1635,0.1245,0.1633,0.8396,0.8000,0.9389,0.9931,0.1324,0.8317,0.8000,0.9458,0.9871,0.1217,0.5381,27.3311,26.9305,54.2616
80,0.8160,0.8166,0.1244,0.1632,0.1244,0.1633,0.8396,0.8000,0.9390,0.9926,0.1326,0.8317,0.8000,0.9459,0.9875,0.1211,0.5371,27.3311,78.6281,105.9592
81,0.8176,0.8175,0.1244,0.1633,0.1244,0.1633,0.8396,0.8000,0.9391,0.9929,0.1339,0.8317,0.8000,0.9457,0.9875,0.1235,0.5376,27.3311,26.9305,54.2616
82,0.8166,0.8174,0.1243,0.1633,0.1243,0.1634,0.8395,0.8000,0.9389,0.9924,0.1319,0.8316,0.8000,0.9458,0.9870,0.1208,0.5362,27.3311,78.6281,105.9592
83,0.8171,0.8177,0.1243,0.1633,0.1243,0.1635,0.8395,0.8000,0.9393,0.9922,0.1319,0.8315,0.8000,0.9460,0.9875,0.1207,0.5345,27.3311,26.9305,54.2616
84,0.8179,0.8175,0.1247,0.1637,0.1247,0.1635,0.8395,0.8000,0.9391,0.9920,0.1329,0.8316,0.8000,0.9456,0.9867,0.1232,0.5356,27.3311,78.6281,105.9592
85,0.8181,0.8194,0.1247,0.1636,0.1247,0.1639,0.8394,0.8000,0.9389,0.9923,0.1295,0.8314,0.8000,0.9455,0.9866,0.1180,0.5335,27.3311,26.9305,54.2616
86,0.8195,0.8210,0.1245,0.1639,0.1245,0.1640,0.8393,0.8000,0.9389,0.9903,0.1297,0.8314,0.8000,0.9453,0.9870,0.1176,0.5330,27.3311,78.6281,105.9592
87,0.8192,0.8200,0.1245,0.1637,0.1245,0.1638,0.8394,0.8000,0.9385,0.9934,0.1316,0.8315,0.8000,0.9454,0.9871,0.1216,0.5327,27.3311,26.9305,54.2616
88,0.8198,0.8192,0.1240,0.1640,0.1240,0.1639,0.8393,0.8000,0.9387,0.9932,0.1316,0.8314,0.8000,0.9455,0.9876,0.1206,0.5319,27.3311,78.6281,105.9592
89,0.8202,0.8208,0.1240,0.1640,0.1240,0.1641,0.8394,0.8000,0.9390,0.9930,0.1314,0.8315,0.8000,0.9455,0.9870,0.1208,0.5310,27.3311,26.9305,54.2616
90,0.8186,0.8190,0.1244,0.1638,0.1244,0.1639,0.8393,0.8000,0.9394,0.9918,0.1301,0.8314,0.8000,0.9455,0.9868,0.1192,0.5307,27.3311,78.6281,105.9592
91,0.8201,0.8212,0.1244,0.1640,0.1244,0.1642,0.8394,0.8000,0.9398,0.9927,0.1328,0.8315,0.8000,0.9453,0.9871,0.1229,0.5297,27.3311,26.9305,54.2616
92,0.8193,0.8192,0.1240,0.1639,0.1240,0.1638,0.8393,0.8000,0.9396,0.9923,0.1309,0.8314,0.8000,0.9453,0.9872,0.1210,0.5305,27.3311,78.6281,105.9592
93,0.8211,0.8218,0.1240,0.1642,0.1240,0.1644,0.8394,0.8000,0.9395,0.9909,0.1297,0.8315,0.8000,0.9453,0.9869,0.1196,0.5292,27.3311,26.9305,54.2616
94,0.8197,0.8210,0.1237,0.1639,0.1237,0.1642,0.8394,0.8000,0.9397,0.9933,0.1308,0.8315,0.8000,0.9454,0.9877,0.1212,0.5290,27.3311,78.6281,105.9592
95,0.8201,0.8212,0.1237,0.1640,0.1237,0.1642,0.8394,0.8000,0.9397,0.9925,0.1305,0.8315,0.8000,0.9457,0.9870,0.1207,0.5280,27.3311,26.9305,54.2616
96,0.8194,0.8203,0.1226,0.1640,0.1226,0.1643,0.8393,0.8000,0.9398,0.9935,0.1292,0.8314,0.8000,0.9456,0.9875,0.1199,0.5272,27.3311,78.6281,105.9592
97,0.8203,0.8208,0.1226,0.1643,0.1226,0.1644,0.8392,0.8000,0.9397,0.9917,0.1276,0.8314,0.8000,0.9457,0.9874,0.1180,0.5264,27.3311,26.9305,54.2616
98,0.8197,0.8205,0.1221,0.1638,0.1221,0.1640,0.8392,0.8000,0.9397,0.9920,0.1279,0.8313,0.8000,0.9459,0.9873,0.1186,0.5264,27.3311,78.6281,105.9592
99,0.8214,0.8233,0.1221,0.1642,0.1221,0.1645,0.8392,0.8000,0.9396,0.9925,0.1273,0.8313,0.8000,0.9461,0.9870,0.1180,0.5250,27.3311,26.9305,54.2616
100,0.8197,0.8203,0.1222,0.1640,0.1222,0.1641,0.8392,0.8000,0.9397,0.9932,0.1296,0.8314,0.8000,0.9462,0.9872,0.1206,0.5253,27.3311,78.6281,105.9592
